"","Order.number.of.item","Label","PennElementType","PennElementName","Parameter","Value","EventTime","trial_id","group","Comments","random_id"
"52854",17,"trials-gumball","Scale","slider-1","Choice","51","1753836953669","g_o7","d","95","45"
"52855",17,"trials-gumball","Scale","slider-2","Choice","55","1753836954295","g_o7","d","143","45"
"52856",17,"trials-gumball","Scale","slider-3","Choice","7","1753836955045","g_o7","d","88","45"
"52857",17,"trials-gumball","PennController","29","_Trial_","End","1753836956121","g_o7","d","NULL","45"
"52858",18,"trials-gumball","PennController","30","_Trial_","Start","1753836956122","g_o4","d","NULL","45"
"52859",18,"trials-gumball","Scale","slider-1","Choice","21","1753836961113","g_o4","d","55","45"
"52860",18,"trials-gumball","Scale","slider-2","Choice","22","1753836960503","g_o4","d","103","45"
"52861",18,"trials-gumball","Scale","slider-3","Choice","57","1753836959831","g_o4","d","96","45"
"52862",18,"trials-gumball","PennController","30","_Trial_","End","1753836963284","g_o4","d","NULL","45"
"52863",19,"trials-gumball","PennController","31","_Trial_","Start","1753836963286","g_o5","d","NULL","45"
"52864",19,"trials-gumball","Scale","slider-1","Choice","51","1753836965197","g_o5","d","31","45"
"52865",19,"trials-gumball","Scale","slider-2","Choice","51","1753836967263","g_o5","d","136","45"
"52866",19,"trials-gumball","Scale","slider-3","Choice","52","1753836969822","g_o5","d","184","45"
"52867",19,"trials-gumball","PennController","31","_Trial_","End","1753836972214","g_o5","d","NULL","45"
"52868",20,"trials-gumball","PennController","32","_Trial_","Start","1753836972215","g_o5","d","NULL","45"
"52869",20,"trials-gumball","Selector","selection","Selection","correct","1753836973277","g_o5","d","correct;incorrect","45"
"52870",20,"trials-gumball","PennController","32","_Trial_","End","1753836973813","g_o5","d","NULL","45"
"52871",21,"trials-gumball","PennController","33","_Trial_","Start","1753836973814","g_o2","d","NULL","45"
"52872",21,"trials-gumball","Scale","slider-1","Choice","3","1753836979103","g_o2","d","104","45"
"52873",21,"trials-gumball","Scale","slider-2","Choice","3","1753836978274","g_o2","d","71","45"
"52874",21,"trials-gumball","Scale","slider-3","Choice","74","1753836977543","g_o2","d","929","45"
"52875",21,"trials-gumball","PennController","33","_Trial_","End","1753836980210","g_o2","d","NULL","45"
"52876",22,"trials-gumball","PennController","34","_Trial_","Start","1753836980211","g_o2","d","NULL","45"
"52877",22,"trials-gumball","Selector","selection","Selection","correct","1753836982258","g_o2","d","correct;incorrect","45"
"52878",22,"trials-gumball","PennController","34","_Trial_","End","1753836982883","g_o2","d","NULL","45"
"52879",23,"trials-gumball","PennController","35","_Trial_","Start","1753836982884","g_o8","d","NULL","45"
"52880",23,"trials-gumball","Scale","slider-1","Choice","69","1753836985620","g_o8","d","785","45"
"52881",23,"trials-gumball","Scale","slider-2","Choice","36","1753836987097","g_o8","d","63","45"
"52882",23,"trials-gumball","Scale","slider-3","Choice","3","1753836987934","g_o8","d","103","45"
"52883",23,"trials-gumball","PennController","35","_Trial_","End","1753836990219","g_o8","d","NULL","45"
"52884",24,"trials-gumball","PennController","36","_Trial_","Start","1753836990220","g_o5","d","NULL","45"
"52885",24,"trials-gumball","Scale","slider-1","Choice","56","1753836995616","g_o5","d","1619","45"
"52886",24,"trials-gumball","Scale","slider-2","Choice","55","1753836996525","g_o5","d","94","45"
"52887",24,"trials-gumball","Scale","slider-3","Choice","52","1753836997318","g_o5","d","1","45"
"52888",24,"trials-gumball","PennController","36","_Trial_","End","1753837001598","g_o5","d","NULL","45"
"52889",25,"trials-gumball","PennController","37","_Trial_","Start","1753837001599","g_o4","d","NULL","45"
"52890",25,"trials-gumball","Scale","slider-1","Choice","28","1753837005291","g_o4","d","15","45"
"52891",25,"trials-gumball","Scale","slider-2","Choice","42","1753837005990","g_o4","d","47","45"
"52892",25,"trials-gumball","Scale","slider-3","Choice","64","1753837003837","g_o4","d","103","45"
"52893",25,"trials-gumball","PennController","37","_Trial_","End","1753837007818","g_o4","d","NULL","45"
"52894",26,"trials-gumball","PennController","38","_Trial_","Start","1753837007819","g_o4","d","NULL","45"
"52895",26,"trials-gumball","Selector","selection","Selection","correct","1753837008832","g_o4","d","correct;incorrect","45"
"52896",26,"trials-gumball","PennController","38","_Trial_","End","1753837009204","g_o4","d","NULL","45"
"52897",27,"trials-gumball","PennController","39","_Trial_","Start","1753837009205","g_o7","d","NULL","45"
"52898",27,"trials-gumball","Scale","slider-1","Choice","72","1753837015884","g_o7","d","86","45"
"52899",27,"trials-gumball","Scale","slider-2","Choice","48","1753837017377","g_o7","d","110","45"
"52900",27,"trials-gumball","Scale","slider-3","Choice","25","1753837018091","g_o7","d","151","45"
"52901",27,"trials-gumball","PennController","39","_Trial_","End","1753837018883","g_o7","d","NULL","45"
"52902",28,"trials-gumball","PennController","40","_Trial_","Start","1753837018884","g_o7","d","NULL","45"
"52903",28,"trials-gumball","Selector","selection","Selection","correct","1753837019865","g_o7","d","incorrect;correct","45"
"52904",28,"trials-gumball","PennController","40","_Trial_","End","1753837021151","g_o7","d","NULL","45"
"52905",29,"trials-gumball","PennController","41","_Trial_","Start","1753837021152","g_o1","d","NULL","45"
"52906",29,"trials-gumball","Scale","slider-1","Default","0","1753837021154","g_o1","d","slider","45"
"52907",29,"trials-gumball","Scale","slider-2","Default","0","1753837021154","g_o1","d","slider","45"
"52908",29,"trials-gumball","Scale","slider-3","Choice","100","1753837023823","g_o1","d","657","45"
"52909",29,"trials-gumball","PennController","41","_Trial_","End","1753837024860","g_o1","d","NULL","45"
"52910",30,"trials-gumball","PennController","42","_Trial_","Start","1753837024861","g_o9","d","NULL","45"
"52911",30,"trials-gumball","Scale","slider-1","Choice","100","1753837028033","g_o9","d","255","45"
"52912",30,"trials-gumball","Scale","slider-2","Choice","51","1753837029326","g_o9","d","56","45"
"52913",30,"trials-gumball","Scale","slider-3","Default","0","1753837024862","g_o9","d","slider","45"
"52914",30,"trials-gumball","PennController","42","_Trial_","End","1753837030449","g_o9","d","NULL","45"
"52915",31,"trials-gumball","PennController","43","_Trial_","Start","1753837030450","g_o9","d","NULL","45"
"52916",31,"trials-gumball","Selector","selection","Selection","correct","1753837031439","g_o9","d","incorrect;correct","45"
"52917",31,"trials-gumball","PennController","43","_Trial_","End","1753837031900","g_o9","d","NULL","45"
"52918",32,"trials-gumball","PennController","44","_Trial_","Start","1753837031901","g_o6","d","NULL","45"
"52919",32,"trials-gumball","Scale","slider-1","Choice","62","1753837036413","g_o6","d","87","45"
"52920",32,"trials-gumball","Scale","slider-2","Choice","26","1753837037104","g_o6","d","55","45"
"52921",32,"trials-gumball","Scale","slider-3","Choice","18","1753837039308","g_o6","d","31","45"
"52922",32,"trials-gumball","PennController","44","_Trial_","End","1753837041152","g_o6","d","NULL","45"
"52923",33,"trials-gumball","PennController","45","_Trial_","Start","1753837041154","g_o3","d","NULL","45"
"52924",33,"trials-gumball","Scale","slider-1","Choice","20","1753837046592","g_o3","d","71","45"
"52925",33,"trials-gumball","Scale","slider-2","Choice","25","1753837044997","g_o3","d","135","45"
"52926",33,"trials-gumball","Scale","slider-3","Choice","59","1753837044079","g_o3","d","86","45"
"52927",33,"trials-gumball","PennController","45","_Trial_","End","1753837048069","g_o3","d","NULL","45"
"52928",34,"trials-gumball","PennController","46","_Trial_","Start","1753837048070","g_o3","d","NULL","45"
"52929",34,"trials-gumball","Selector","selection","Selection","correct","1753837049074","g_o3","d","incorrect;correct","45"
"52930",34,"trials-gumball","PennController","46","_Trial_","End","1753837049325","g_o3","d","NULL","45"
"52931",35,"trials-gumball","PennController","47","_Trial_","Start","1753837049326","g_o8","d","NULL","45"
"52932",35,"trials-gumball","Scale","slider-1","Choice","76","1753837052961","g_o8","d","71","45"
"52933",35,"trials-gumball","Scale","slider-2","Choice","38","1753837053636","g_o8","d","31","45"
"52934",35,"trials-gumball","Scale","slider-3","Choice","10","1753837054439","g_o8","d","39","45"
"52935",35,"trials-gumball","PennController","47","_Trial_","End","1753837056693","g_o8","d","NULL","45"
"52936",36,"trials-gumball","PennController","48","_Trial_","Start","1753837056694","g_o2","d","NULL","45"
"52937",36,"trials-gumball","Scale","slider-1","Choice","21","1753837061834","g_o2","d","39","45"
"52938",36,"trials-gumball","Scale","slider-2","Choice","28","1753837060395","g_o2","d","103","45"
"52939",36,"trials-gumball","Scale","slider-3","Choice","74","1753837059477","g_o2","d","79","45"
"52940",36,"trials-gumball","PennController","48","_Trial_","End","1753837063036","g_o2","d","NULL","45"
"52941",37,"break-1","PennController","9","_Trial_","Start","1753837063037","NULL","","","45"
"52942",37,"break-1","PennController","9","_Trial_","End","1753837064061","NULL","","","45"
"52943",38,"instruction-unk-election","PennController","10","_Trial_","Start","1753837064061","NULL","","","45"
"52944",38,"instruction-unk-election","PennController","10","_Trial_","End","1753837066408","NULL","","","45"
"52945",39,"check-election-2","PennController","11","_Trial_","Start","1753837066409","NULL","","","45"
"52946",39,"check-election-2","Button","go-back","Click",NA,"Never","NULL","","","45"
"52947",39,"check-election-2","Button","proceed","Click","Click","1753837067735","NULL","","","45"
"52948",39,"check-election-2","PennController","11","_Trial_","End","1753837067736","NULL","","","45"
"52949",40,"instruction-A-2","PennController","12","_Trial_","Start","1753837067737","NULL","","","45"
"52950",40,"instruction-A-2","PennController","12","_Trial_","End","1753837069214","NULL","","","45"
"52951",41,"check-A-2","PennController","13","_Trial_","Start","1753837069215","NULL","","","45"
"52952",41,"check-A-2","Button","go-back","Click",NA,"Never","NULL","","","45"
"52953",41,"check-A-2","Button","proceed","Click",NA,"Never","NULL","","","45"
"52954",41,"check-A-2","PennController","13","_Trial_","End","1753837074423","NULL","","","45"
"52955",40,"instruction-A-2","PennController","12","_Trial_","Start","1753837074424","NULL","","","45"
"52956",40,"instruction-A-2","PennController","12","_Trial_","End","1753837077805","NULL","","","45"
"52957",41,"check-A-2","PennController","13","_Trial_","Start","1753837077806","NULL","","","45"
"52958",41,"check-A-2","Button","go-back","Click",NA,"Never","NULL","","","45"
"52959",41,"check-A-2","Button","proceed","Click","Click","1753837079227","NULL","","","45"
"52960",41,"check-A-2","PennController","13","_Trial_","End","1753837079228","NULL","","","45"
"52961",42,"instruction-slider-2","PennController","14","_Trial_","Start","1753837079229","NULL","","","45"
"52962",42,"instruction-slider-2","PennController","14","_Trial_","End","1753837080226","NULL","","","45"
"52963",43,"check-slider-2","PennController","15","_Trial_","Start","1753837080227","NULL","","","45"
"52964",43,"check-slider-2","Button","proceed","Click",NA,"Never","NULL","","","45"
"52965",43,"check-slider-2","PennController","15","_Trial_","End","1753837083928","NULL","","","45"
"52966",42,"instruction-slider-2","PennController","14","_Trial_","Start","1753837083929","NULL","","","45"
"52967",42,"instruction-slider-2","PennController","14","_Trial_","End","1753837085292","NULL","","","45"
"52968",43,"check-slider-2","PennController","15","_Trial_","Start","1753837085292","NULL","","","45"
"52969",43,"check-slider-2","Button","proceed","Click","Click","1753837086051","NULL","","","45"
"52970",43,"check-slider-2","PennController","15","_Trial_","End","1753837086051","NULL","","","45"
"52971",44,"practice-election-start","PennController","16","_Trial_","Start","1753837086052","NULL","","","45"
"52972",44,"practice-election-start","PennController","16","_Trial_","End","1753837086938","NULL","","","45"
"52973",45,"practice-election","PennController","49","_Trial_","Start","1753837086939","e_y1","d","NULL","45"
"52974",45,"practice-election","Scale","slider-1","Choice","30","1753837098887","e_y1","d","631","45"
"52975",45,"practice-election","Scale","slider-2","Choice","27","1753837100910","e_y1","d","464","45"
"52976",45,"practice-election","Scale","slider-3","Choice","100","1753837099745","e_y1","d","328","45"
"52977",45,"practice-election","PennController","49","_Trial_","End","1753837101734","e_y1","d","NULL","45"
"52978",46,"practice-election","PennController","50","_Trial_","Start","1753837101735","e_y9","d","NULL","45"
"52979",46,"practice-election","Scale","slider-1","Choice","100","1753837106635","e_y9","d","592","45"
"52980",46,"practice-election","Scale","slider-2","Choice","20","1753837107349","e_y9","d","62","45"
"52981",46,"practice-election","Scale","slider-3","Choice","8","1753837107919","e_y9","d","47","45"
"52982",46,"practice-election","PennController","50","_Trial_","End","1753837108733","e_y9","d","NULL","45"
"52983",47,"practice-election","PennController","51","_Trial_","Start","1753837108735","e_y9","d","NULL","45"
"52984",47,"practice-election","Selector","selection","Selection","correct","1753837110168","e_y9","d","correct;incorrect","45"
"52985",47,"practice-election","PennController","51","_Trial_","End","1753837110833","e_y9","d","NULL","45"
"52986",48,"practice-election-end","PennController","17","_Trial_","Start","1753837110834","NULL","","","45"
"52987",48,"practice-election-end","PennController","17","_Trial_","End","1753837111898","NULL","","","45"
"52988",49,"trials-unk-election","PennController","52","_Trial_","Start","1753837111899","e_y2","d","NULL","45"
"52989",49,"trials-unk-election","Scale","slider-1","Choice","12","1753837118222","e_y2","d","103","45"
"52990",49,"trials-unk-election","Scale","slider-2","Choice","23","1753837117515","e_y2","d","80","45"
"52991",49,"trials-unk-election","Scale","slider-3","Choice","100","1753837116710","e_y2","d","311","45"
"52992",49,"trials-unk-election","PennController","52","_Trial_","End","1753837119523","e_y2","d","NULL","45"
"52993",50,"trials-unk-election","PennController","53","_Trial_","Start","1753837119524","e_y6","d","NULL","45"
"52994",50,"trials-unk-election","Scale","slider-1","Choice","63","1753837128708","e_y6","d","216","45"
"52995",50,"trials-unk-election","Scale","slider-2","Choice","30","1753837129365","e_y6","d","72","45"
"52996",50,"trials-unk-election","Scale","slider-3","Choice","15","1753837130647","e_y6","d","152","45"
"52997",50,"trials-unk-election","PennController","53","_Trial_","End","1753837132129","e_y6","d","NULL","45"
"52998",51,"trials-unk-election","PennController","54","_Trial_","Start","1753837132130","e_y8","d","NULL","45"
"52999",51,"trials-unk-election","Scale","slider-1","Choice","74","1753837135254","e_y8","d","48","45"
"53000",51,"trials-unk-election","Scale","slider-2","Choice","36","1753837136031","e_y8","d","87","45"
"53001",51,"trials-unk-election","Scale","slider-3","Choice","5","1753837136809","e_y8","d","87","45"
"53002",51,"trials-unk-election","PennController","54","_Trial_","End","1753837137959","e_y8","d","NULL","45"
"53003",52,"trials-unk-election","PennController","55","_Trial_","Start","1753837137960","e_y7","d","NULL","45"
"53004",52,"trials-unk-election","Scale","slider-1","Choice","64","1753837140993","e_y7","d","136","45"
"53005",52,"trials-unk-election","Scale","slider-2","Choice","44","1753837143661","e_y7","d","128","45"
"53006",52,"trials-unk-election","Scale","slider-3","Choice","20","1753837142761","e_y7","d","128","45"
"53007",52,"trials-unk-election","PennController","55","_Trial_","End","1753837145215","e_y7","d","NULL","45"
"53008",53,"trials-unk-election","PennController","56","_Trial_","Start","1753837145217","e_y7","d","NULL","45"
"53009",53,"trials-unk-election","Selector","selection","Selection","correct","1753837146352","e_y7","d","correct;incorrect","45"
"53010",53,"trials-unk-election","PennController","56","_Trial_","End","1753837146613","e_y7","d","NULL","45"
"53011",54,"trials-unk-election","PennController","57","_Trial_","Start","1753837146614","e_y1","d","NULL","45"
"53012",54,"trials-unk-election","Scale","slider-1","Default","0","1753837146615","e_y1","d","slider","45"
"53013",54,"trials-unk-election","Scale","slider-2","Default","0","1753837146615","e_y1","d","slider","45"
"53014",54,"trials-unk-election","Scale","slider-3","Choice","100","1753837150778","e_y1","d","408","45"
"53015",54,"trials-unk-election","PennController","57","_Trial_","End","1753837155339","e_y1","d","NULL","45"
"53016",55,"trials-unk-election","PennController","58","_Trial_","Start","1753837155340","e_y4","d","NULL","45"
"53017",55,"trials-unk-election","Scale","slider-1","Choice","67","1753837164165","e_y4","d","183","45"
"53018",55,"trials-unk-election","Scale","slider-2","Choice","46","1753837165553","e_y4","d","713","45"
"53019",55,"trials-unk-election","Scale","slider-3","Choice","18","1753837168346","e_y4","d","376","45"
"53020",55,"trials-unk-election","PennController","58","_Trial_","End","1753837170366","e_y4","d","NULL","45"
"53021",56,"trials-unk-election","PennController","59","_Trial_","Start","1753837170367","e_y3","d","NULL","45"
"53022",56,"trials-unk-election","Scale","slider-1","Choice","18","1753837177075","e_y3","d","79","45"
"53023",56,"trials-unk-election","Scale","slider-2","Choice","28","1753837176418","e_y3","d","55","45"
"53024",56,"trials-unk-election","Scale","slider-3","Choice","77","1753837175956","e_y3","d","744","45"
"53025",56,"trials-unk-election","PennController","59","_Trial_","End","1753837179320","e_y3","d","NULL","45"
"53026",57,"trials-unk-election","PennController","60","_Trial_","Start","1753837179322","e_y5","d","NULL","45"
"53027",57,"trials-unk-election","Scale","slider-1","Choice","58","1753837181150","e_y5","d","63","45"
"53028",57,"trials-unk-election","Scale","slider-2","Choice","57","1753837181792","e_y5","d","71","45"
"53029",57,"trials-unk-election","Scale","slider-3","Choice","56","1753837182411","e_y5","d","31","45"
"53030",57,"trials-unk-election","PennController","60","_Trial_","End","1753837183471","e_y5","d","NULL","45"
"53031",58,"trials-unk-election","PennController","61","_Trial_","Start","1753837183472","e_y5","d","NULL","45"
"53032",58,"trials-unk-election","Selector","selection","Selection","correct","1753837184925","e_y5","d","correct;incorrect","45"
"53033",58,"trials-unk-election","PennController","61","_Trial_","End","1753837187025","e_y5","d","NULL","45"
"53034",59,"trials-unk-election","PennController","62","_Trial_","Start","1753837187026","e_y9","d","NULL","45"
"53035",59,"trials-unk-election","Scale","slider-1","Choice","100","1753837191561","e_y9","d","95","45"
"53036",59,"trials-unk-election","Scale","slider-2","Choice","7","1753837193101","e_y9","d","103","45"
"53037",59,"trials-unk-election","Scale","slider-3","Choice","1","1753837193798","e_y9","d","103","45"
"53038",59,"trials-unk-election","PennController","62","_Trial_","End","1753837194815","e_y9","d","NULL","45"
"53039",60,"trials-unk-election","PennController","63","_Trial_","Start","1753837194816","e_y4","d","NULL","45"
"53040",60,"trials-unk-election","Scale","slider-1","Choice","27","1753837199796","e_y4","d","63","45"
"53041",60,"trials-unk-election","Scale","slider-2","Choice","35","1753837199163","e_y4","d","23","45"
"53042",60,"trials-unk-election","Scale","slider-3","Choice","66","1753837198472","e_y4","d","95","45"
"53043",60,"trials-unk-election","PennController","63","_Trial_","End","1753837200952","e_y4","d","NULL","45"
"53044",61,"trials-unk-election","PennController","64","_Trial_","Start","1753837200953","e_y3","d","NULL","45"
"53045",61,"trials-unk-election","Scale","slider-1","Choice","18","1753837205118","e_y3","d","104","45"
"53046",61,"trials-unk-election","Scale","slider-2","Choice","31","1753837204461","e_y3","d","40","45"
"53047",61,"trials-unk-election","Scale","slider-3","Choice","83","1753837203380","e_y3","d","15","45"
"53048",61,"trials-unk-election","PennController","64","_Trial_","End","1753837206862","e_y3","d","NULL","45"
"53049",62,"trials-unk-election","PennController","65","_Trial_","Start","1753837206863","e_y3","d","NULL","45"
"53050",62,"trials-unk-election","Selector","selection","Selection","correct","1753837207924","e_y3","d","correct;incorrect","45"
"53051",62,"trials-unk-election","PennController","65","_Trial_","End","1753837208330","e_y3","d","NULL","45"
"53052",63,"trials-unk-election","PennController","66","_Trial_","Start","1753837208331","e_y7","d","NULL","45"
"53053",63,"trials-unk-election","Scale","slider-1","Choice","13","1753837217986","e_y7","d","23","45"
"53054",63,"trials-unk-election","Scale","slider-2","Choice","28","1753837217514","e_y7","d","63","45"
"53055",63,"trials-unk-election","Scale","slider-3","Choice","60","1753837216858","e_y7","d","71","45"
"53056",63,"trials-unk-election","PennController","66","_Trial_","End","1753837219843","e_y7","d","NULL","45"
"53057",64,"trials-unk-election","PennController","67","_Trial_","Start","1753837219845","e_y7","d","NULL","45"
"53058",64,"trials-unk-election","Selector","selection","Selection","correct","1753837220849","e_y7","d","incorrect;correct","45"
"53059",64,"trials-unk-election","PennController","67","_Trial_","End","1753837221118","e_y7","d","NULL","45"
"53060",65,"trials-unk-election","PennController","68","_Trial_","Start","1753837221119","e_y5","d","NULL","45"
"53061",65,"trials-unk-election","Scale","slider-1","Choice","52","1753837231696","e_y5","d","55","45"
"53062",65,"trials-unk-election","Scale","slider-2","Choice","52","1753837227914","e_y5","d","39","45"
"53063",65,"trials-unk-election","Scale","slider-3","Choice","52","1753837225597","e_y5","d","111","45"
"53064",65,"trials-unk-election","PennController","68","_Trial_","End","1753837233210","e_y5","d","NULL","45"
"53065",66,"trials-unk-election","PennController","69","_Trial_","Start","1753837233211","e_y5","d","NULL","45"
"53066",66,"trials-unk-election","Selector","selection","Selection","correct","1753837234404","e_y5","d","correct;incorrect","45"
"53067",66,"trials-unk-election","PennController","69","_Trial_","End","1753837235037","e_y5","d","NULL","45"
"53068",67,"trials-unk-election","PennController","70","_Trial_","Start","1753837235038","e_y8","d","NULL","45"
"53069",67,"trials-unk-election","Scale","slider-1","Choice","77","1753837239193","e_y8","d","23","45"
"53070",67,"trials-unk-election","Scale","slider-2","Choice","38","1753837240129","e_y8","d","23","45"
"53071",67,"trials-unk-election","Scale","slider-3","Choice","25","1753837240884","e_y8","d","110","45"
"53072",67,"trials-unk-election","PennController","70","_Trial_","End","1753837242041","e_y8","d","NULL","45"
"53073",68,"trials-unk-election","PennController","71","_Trial_","Start","1753837242042","e_y9","d","NULL","45"
"53074",68,"trials-unk-election","Scale","slider-1","Choice","100","1753837244447","e_y9","d","65","45"
"53075",68,"trials-unk-election","Scale","slider-2","Choice","42","1753837246652","e_y9","d","55","45"
"53076",68,"trials-unk-election","Scale","slider-3","Choice","23","1753837247497","e_y9","d","121","45"
"53077",68,"trials-unk-election","PennController","71","_Trial_","End","1753837248393","e_y9","d","NULL","45"
"53078",69,"trials-unk-election","PennController","72","_Trial_","Start","1753837248394","e_y1","d","NULL","45"
"53079",69,"trials-unk-election","Scale","slider-1","Choice","7","1753837252055","e_y1","d","31","45"
"53080",69,"trials-unk-election","Scale","slider-2","Choice","21","1753837251494","e_y1","d","31","45"
"53081",69,"trials-unk-election","Scale","slider-3","Choice","92","1753837250341","e_y1","d","48","45"
"53082",69,"trials-unk-election","PennController","72","_Trial_","End","1753837254109","e_y1","d","NULL","45"
"53083",70,"trials-unk-election","PennController","73","_Trial_","Start","1753837254110","e_y1","d","NULL","45"
"53084",70,"trials-unk-election","Selector","selection","Selection","correct","1753837255058","e_y1","d","correct;incorrect","45"
"53085",70,"trials-unk-election","PennController","73","_Trial_","End","1753837255407","e_y1","d","NULL","45"
"53086",71,"trials-unk-election","PennController","74","_Trial_","Start","1753837255408","e_y6","d","NULL","45"
"53087",71,"trials-unk-election","Scale","slider-1","Choice","58","1753837258557","e_y6","d","6","45"
"53088",71,"trials-unk-election","Scale","slider-2","Choice","31","1753837259232","e_y6","d","47","45"
"53089",71,"trials-unk-election","Scale","slider-3","Choice","15","1753837260069","e_y6","d","78","45"
"53090",71,"trials-unk-election","PennController","74","_Trial_","End","1753837260966","e_y6","d","NULL","45"
"53091",72,"trials-unk-election","PennController","75","_Trial_","Start","1753837260967","e_y2","d","NULL","45"
"53092",72,"trials-unk-election","Scale","slider-1","Choice","11","1753837265079","e_y2","d","55","45"
"53093",72,"trials-unk-election","Scale","slider-2","Choice","28","1753837265974","e_y2","d","88","45"
"53094",72,"trials-unk-election","Scale","slider-3","Choice","76","1753837263292","e_y2","d","112","45"
"53095",72,"trials-unk-election","PennController","75","_Trial_","End","1753837270827","e_y2","d","NULL","45"
"53096",73,"break-2","PennController","18","_Trial_","Start","1753837270828","NULL","","","45"
"53097",73,"break-2","PennController","18","_Trial_","End","1753837273853","NULL","","","45"
"53098",74,"interpretation-A-instruction","PennController","76","_Trial_","Start","1753837273854","NULL","","","45"
"53099",74,"interpretation-A-instruction","PennController","76","_Trial_","End","1753837455037","NULL","","","45"
"53100",75,"interpretation-A-trials","PennController","77","_Trial_","Start","1753837455038","g_o2","d","NULL","45"
"53101",75,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753837460236","g_o2","d","Status","45"
"53102",75,"interpretation-A-trials","Scale","interpretation","20%","checked","1753837460236","g_o2","d","Status","45"
"53103",75,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753837460236","g_o2","d","Status","45"
"53104",75,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753837460236","g_o2","d","Status","45"
"53105",75,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753837460236","g_o2","d","Status","45"
"53106",75,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753837460236","g_o2","d","Status","45"
"53107",75,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753837460236","g_o2","d","Status","45"
"53108",75,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753837460236","g_o2","d","Status","45"
"53109",75,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753837460236","g_o2","d","Status","45"
"53110",75,"interpretation-A-trials","Scale","interpretation","Choice","20%","1753837459562","g_o2","d","NULL","45"
"53111",75,"interpretation-A-trials","PennController","77","_Trial_","End","1753837460236","g_o2","d","NULL","45"
"53112",76,"interpretation-A-trials","PennController","78","_Trial_","Start","1753837460237","g_o6","d","NULL","45"
"53113",76,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753837462462","g_o6","d","Status","45"
"53114",76,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753837462462","g_o6","d","Status","45"
"53115",76,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753837462462","g_o6","d","Status","45"
"53116",76,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753837462462","g_o6","d","Status","45"
"53117",76,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753837462462","g_o6","d","Status","45"
"53118",76,"interpretation-A-trials","Scale","interpretation","60%","checked","1753837462462","g_o6","d","Status","45"
"53119",76,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753837462462","g_o6","d","Status","45"
"53120",76,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753837462462","g_o6","d","Status","45"
"53121",76,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753837462462","g_o6","d","Status","45"
"53122",76,"interpretation-A-trials","Scale","interpretation","Choice","60%","1753837462136","g_o6","d","NULL","45"
"53123",76,"interpretation-A-trials","PennController","78","_Trial_","End","1753837462462","g_o6","d","NULL","45"
"53124",77,"interpretation-A-trials","PennController","79","_Trial_","Start","1753837462463","g_o9","d","NULL","45"
"53125",77,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753837465545","g_o9","d","Status","45"
"53126",77,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753837465545","g_o9","d","Status","45"
"53127",77,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753837465545","g_o9","d","Status","45"
"53128",77,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753837465545","g_o9","d","Status","45"
"53129",77,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753837465545","g_o9","d","Status","45"
"53130",77,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753837465545","g_o9","d","Status","45"
"53131",77,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753837465545","g_o9","d","Status","45"
"53132",77,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753837465545","g_o9","d","Status","45"
"53133",77,"interpretation-A-trials","Scale","interpretation","90%","checked","1753837465545","g_o9","d","Status","45"
"53134",77,"interpretation-A-trials","Scale","interpretation","Choice","90%","1753837465040","g_o9","d","NULL","45"
"53135",77,"interpretation-A-trials","PennController","79","_Trial_","End","1753837465545","g_o9","d","NULL","45"
"53136",78,"interpretation-A-trials","PennController","80","_Trial_","Start","1753837465547","g_o4","d","NULL","45"
"53137",78,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753837468667","g_o4","d","Status","45"
"53138",78,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753837468667","g_o4","d","Status","45"
"53139",78,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753837468667","g_o4","d","Status","45"
"53140",78,"interpretation-A-trials","Scale","interpretation","40%","checked","1753837468667","g_o4","d","Status","45"
"53141",78,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753837468667","g_o4","d","Status","45"
